gl_transaction_id,posting_date,account_code,account_name,debit_amount,credit_amount,description,reference_number,currency,source_document
GL000332,2025-06-29,3001,Cash,0.0,7730.04,Lawyer identify above company media.,REF818ZG451,USD,BANK_STMT_2025-06
GL000665,2025-07-23,2001,Revenue,680.69,0.0,Read west present heart reality.,REF176ah475,USD,BANK_STMT_2025-07
GL000250,2025-06-29,2001,Savings,6114.54,0.0,Call interest write itself young.,REF294yJ511,USD,BANK_STMT_2025-06
GL000908,2025-07-24,1001,Revenue,1059.35,0.0,Personal range weight age over smile hope.,REF832lE753,USD,BANK_STMT_2025-07
GL000709,2025-07-04,2001,Savings,4588.24,0.0,Again and name bill.,REF620By303,USD,BANK_STMT_2025-07
GL000306,2025-07-19,1002,Revenue,5583.04,0.0,Above others Mr.,REF143PG536,USD,BANK_STMT_2025-07
GL000735,2025-07-10,1002,Revenue,6778.16,0.0,Policy floor all over.,REF605dn673,USD,BANK_STMT_2025-07
GL000976,2025-07-02,3001,Savings,0.0,6064.29,Peace away behavior Republican trip production.,REF425iy856,USD,BANK_STMT_2025-07
GL000050,2025-06-26,2001,Revenue,4252.887243640077,0.0,Return firm sea week.,REF233WH749,USD,BANK_STMT_2025-06
GL000897,2025-07-07,1001,Cash,9468.55,0.0,Contain section return.,REF161tN394,USD,BANK_STMT_2025-07
GL000003,2025-06-26,2001,Revenue,4553.04,0.0,Everyone democratic shake bill here grow.,REF594hy078,USD,BANK_STMT_2025-06
GL000545,2025-07-03,3001,Revenue,0.0,6626.7,Else pull its adult house actually pretty least.,REF697xS499,USD,BANK_STMT_2025-07
GL000351,2025-07-08,1001,Checking Account,2552.506137924669,0.0,Include choose action model serve carry.,REF478ta077,USD,BANK_STMT_2025-07
GL000905,2025-07-07,3001,Cash,3791.2,0.0,Side picture professional rather plan player.,REF888FW636,USD,BANK_STMT_2025-07
GL000537,2025-07-15,2001,Savings,3060.69,0.0,Least remain look pick.,REF490Cu509,USD,BANK_STMT_2025-07
GL000345,2025-07-20,1001,Savings,0.0,2410.33,Maintain say threat high expert place certain.,REF256ef996,USD,BANK_STMT_2025-07
GL000995,2025-07-11,1001,Revenue,5248.36,0.0,Bit night participant fill yeah side side.,REF080LV314,USD,BANK_STMT_2025-07
GL000482,2025-06-26,1002,Checking Account,0.0,8862.39,Control high network amount step.,REF947bY873,USD,BANK_STMT_2025-06
GL000576,2025-07-15,1002,Savings,9894.1,0.0,Child weight question arrive.,REF520gu046,USD,BANK_STMT_2025-07
GL000034,2025-06-28,2001,Revenue,1287.7846335641746,0.0,Manager during prevent accept seem show.,REF163dJ287,USD,BANK_STMT_2025-06
GL000032,2025-07-25,1002,Cash,1823.03,0.0,Decision size parent focus kid.,REF387GQ214,USD,BANK_STMT_2025-07
GL000232,2025-07-15,1002,Revenue,0.0,9460.39,Some writer site grow name machine tree.,REF856uM420,USD,BANK_STMT_2025-07
GL000964,2025-07-02,2001,Revenue,1055.3,0.0,Audience white everybody throughout but science.,REF237aO245,USD,BANK_STMT_2025-07
GL000193,2025-07-02,3001,Cash,2968.1449390855682,0.0,Month police others particularly only girl suddenly.,REF924Ri991,USD,BANK_STMT_2025-07
GL000334,2025-07-07,1001,Revenue,9242.01,0.0,Break attack plant yes quality discover firm.,REF588sf043,USD,BANK_STMT_2025-07
GL000004,2025-07-17,3001,Checking Account,4748.27,0.0,Need stop peace technology.,REF931fo034,USD,BANK_STMT_2025-07
GL000205,2025-07-13,1001,Cash,0.0,472.92,A when dark read car practice city.,REF415QP415,USD,BANK_STMT_2025-07
GL000515,2025-07-19,1001,Revenue,1276.54,0.0,Probably compare system white magazine.,REF001eA594,USD,BANK_STMT_2025-07
GL000800,2025-07-19,1002,Checking Account,0.0,289.93334840204255,Discuss professor material quickly.,REF533WA126,USD,BANK_STMT_2025-07
GL000307,2025-06-25,1001,Revenue,0.0,1161.14,Claim determine strong create.,REF290es878,USD,BANK_STMT_2025-06
GL000110,2025-07-16,1001,Cash,5187.13,0.0,Surface expect several evening town challenge join.,REF375zG060,USD,BANK_STMT_2025-07
GL000431,2025-07-24,1002,Cash,2081.07,0.0,Inside whether sometimes eye along type.,REF494kK079,USD,BANK_STMT_2025-07
GL000078,2025-07-06,3001,Savings,0.0,4622.23,Determine as statement travel few impact cause watch.,REF471iy138,USD,BANK_STMT_2025-07
GL000085,2025-07-16,1002,Savings,0.0,1125.89,Article look husband.,REF177Mj115,USD,BANK_STMT_2025-07
GL000287,2025-07-16,1001,Checking Account,5542.46,0.0,Morning any very.,REF978Ui292,USD,BANK_STMT_2025-07
GL000083,2025-07-08,1002,Revenue,0.0,3950.39,Body term capital group.,REF395di024,USD,BANK_STMT_2025-07
GL000992,2025-07-09,1002,Revenue,0.0,4989.2,Young turn visit up.,REF867vp181,USD,BANK_STMT_2025-07
GL000790,2025-07-09,1002,Cash,4876.85,0.0,Camera myself not fall sense hotel.,REF607fd870,USD,BANK_STMT_2025-07
GL000895,2025-07-10,3001,Checking Account,6751.560978000754,0.0,Compare movement call certain management.,REF457KD938,USD,BANK_STMT_2025-07
GL000399,2025-07-24,1001,Savings,3430.27,0.0,Eye Congress together whether about she activity.,REF778pn097,USD,BANK_STMT_2025-07
GL000324,2025-07-23,3001,Checking Account,0.0,1000.33,She travel base our myself election accept.,REF098yP180,USD,BANK_STMT_2025-07
GL000520,2025-06-25,3001,Revenue,2241.57,0.0,Police red total rate movement.,REF376tf064,USD,BANK_STMT_2025-06
GL000917,2025-07-23,1001,Checking Account,3605.69,0.0,Return seat you image peace color.,REF529xy858,USD,BANK_STMT_2025-07
GL000923,2025-07-01,1001,Savings,0.0,9765.92,Think anything so authority long kind live.,REF189tK397,USD,BANK_STMT_2025-06
GL000006,2025-07-05,1002,Cash,0.0,831.93,Clear here writer policy news.,REF503re056,USD,BANK_STMT_2025-07
GL000732,2025-07-05,2001,Checking Account,7935.91,0.0,Per popular scientist.,REF380yk214,USD,BANK_STMT_2025-07
GL000466,2025-07-18,1002,Savings,0.0,6925.8455233113955,Recently partner offer debate range.,REF950hy850,USD,BANK_STMT_2025-07
GL000098,2025-07-20,3001,Revenue,0.0,1969.65,Job hundred bad that second.,REF352HG181,USD,BANK_STMT_2025-07
GL000267,2025-07-05,1001,Cash,6686.77,0.0,Would finish around later decide similar office citizen.,REF129BE666,USD,BANK_STMT_2025-07
GL000358,2025-07-19,3001,Savings,3582.06,0.0,Miss word list race.,REF452hq088,USD,BANK_STMT_2025-07
GL000869,2025-06-29,3001,Cash,2196.41,0.0,Almost ever long analysis receive.,REF440MO907,USD,BANK_STMT_2025-06
GL000799,2025-07-17,1002,Checking Account,0.0,4751.3,Probably office until simple moment can food western.,REF599bU610,USD,BANK_STMT_2025-07
GL000381,2025-07-11,1001,Cash,0.0,7424.34,Choose rock beat science drug per.,REF240CE514,USD,BANK_STMT_2025-07
GL000632,2025-07-24,2001,Revenue,7191.21,0.0,Final scene serious people.,REF025jy743,USD,BANK_STMT_2025-07
GL000382,2025-07-21,2001,Checking Account,4750.45,0.0,Forward science deep.,REF884Uj879,USD,BANK_STMT_2025-07
GL000491,2025-07-16,1001,Checking Account,0.0,3788.13,Back simple serious amount.,REF108hq907,USD,BANK_STMT_2025-07
GL000119,2025-06-29,3001,Checking Account,2109.3124133501624,0.0,Risk bad own state.,REF845Qs115,USD,BANK_STMT_2025-06
GL000901,2025-07-15,3001,Checking Account,0.0,2415.53,Floor state charge take material mother.,REF264fO609,USD,BANK_STMT_2025-07
GL000251,2025-07-07,1002,Revenue,0.0,1297.49,Need task mind true actually red.,REF986jK162,USD,BANK_STMT_2025-07
GL000524,2025-07-04,1002,Savings,4329.75,0.0,Citizen might wide store.,REF296Vi577,USD,BANK_STMT_2025-07
GL000010,2025-07-17,1002,Cash,0.0,3956.67,Will seven medical blood personal.,REF893IX252,USD,BANK_STMT_2025-07
GL000197,2025-07-16,1002,Cash,0.0,3198.97,Different eye sit not significant.,REF788rX191,USD,BANK_STMT_2025-07
GL000604,2025-07-24,1002,Savings,0.0,9405.13,Some court her hear.,REF963mI099,USD,BANK_STMT_2025-07
GL000082,2025-06-26,1002,Checking Account,5631.78,0.0,Only spend do similar small.,REF904qZ228,USD,BANK_STMT_2025-06
GL000784,2025-07-05,1002,Cash,0.0,327.08,Design stay but.,REF740dq650,USD,BANK_STMT_2025-07
GL000588,2025-07-25,1002,Revenue,0.0,6839.35,Court question yeah realize mouth.,REF487uB060,USD,BANK_STMT_2025-07
GL000798,2025-07-01,3001,Checking Account,0.0,4362.51,Pretty goal rest fund.,REF244yE617,USD,BANK_STMT_2025-07
GL000240,2025-07-06,1002,Checking Account,0.0,9303.89,Determine not view cell seat draw word collection.,REF157pS043,USD,BANK_STMT_2025-07
GL000291,2025-07-16,3001,Cash,56.22946104125243,0.0,Purpose throw move there institution actually.,REF106mr200,USD,BANK_STMT_2025-07
GL000212,2025-06-28,1001,Revenue,0.0,5122.55,Hit stuff inside national.,REF271aq091,USD,BANK_STMT_2025-06
GL000718,2025-07-15,1001,Revenue,0.0,122.94,Help ago who he.,REF191bj792,USD,BANK_STMT_2025-07
GL000360,2025-07-02,1001,Revenue,0.0,7070.32,Across among situation little other.,REF513RN271,USD,BANK_STMT_2025-07
GL000450,2025-07-25,2001,Checking Account,0.0,1247.62,Major affect trade peace.,REF320Yg204,USD,BANK_STMT_2025-07
GL000228,2025-07-20,3001,Savings,6826.47,0.0,Economic left sound cause activity store work.,REF236Lq519,USD,BANK_STMT_2025-07
GL000951,2025-07-03,1001,Revenue,0.0,4271.53,Reveal college beyond give development information at why.,REF768ZO729,USD,BANK_STMT_2025-07
GL000947,2025-06-30,3001,Checking Account,7813.18,0.0,Watch student its summer feel yourself.,REF167cj045,USD,BANK_STMT_2025-06
GL000797,2025-07-17,3001,Cash,6052.28,0.0,Know traditional great cause think learn across citizen.,REF883Ge586,USD,BANK_STMT_2025-07
GL000502,2025-07-09,2001,Cash,0.0,3395.41,Should society dark product make energy gas.,REF880yC061,USD,BANK_STMT_2025-07
GL000465,2025-07-25,1002,Cash,0.0,5853.37,Smile have less plant.,REF165BW804,USD,BANK_STMT_2025-07
GL000363,2025-07-18,1001,Savings,0.0,9820.35,Note myself food life test.,REF982Cs182,USD,BANK_STMT_2025-07
GL000469,2025-07-08,2001,Revenue,2937.63,0.0,Like mother stay tonight.,REF795ff137,USD,BANK_STMT_2025-07
GL000936,2025-06-28,1002,Cash,0.0,5358.15,Whatever guess significant section Democrat fly.,REF375qM534,USD,BANK_STMT_2025-06
GL000429,2025-07-21,1002,Savings,4954.77,0.0,Relate both loss real center rule worker.,REF478fp189,USD,BANK_STMT_2025-07
GL000008,2025-07-20,3001,Checking Account,4348.24,0.0,Investment on gun young catch management sense technology.,REF226yM916,USD,BANK_STMT_2025-07
GL000156,2025-06-28,2001,Savings,0.0,3168.44,Interest red must.,REF017lX046,USD,BANK_STMT_2025-06
GL000542,2025-06-30,3001,Savings,3763.730856409205,0.0,Join trade local chance campaign total success.,REF864ec908,USD,BANK_STMT_2025-06
GL000441,2025-07-02,1001,Revenue,6108.12,0.0,Sort continue book contain far produce away.,REF746Xe542,USD,BANK_STMT_2025-07
GL000483,2025-06-30,2001,Revenue,8931.5,0.0,Child feel policy.,REF714SP627,USD,BANK_STMT_2025-06
GL000423,2025-07-11,1001,Checking Account,5556.49,0.0,Tough player a chair chance most hope official.,REF335BT494,USD,BANK_STMT_2025-07
GL000779,2025-07-18,1001,Revenue,0.0,4800.6,Laugh same wrong either main hair.,REF054Eh589,USD,BANK_STMT_2025-07
GL000950,2025-06-25,1001,Cash,6564.01,0.0,Personal training enter fly situation former.,REF702yW608,USD,BANK_STMT_2025-06
GL000335,2025-07-25,1002,Revenue,564.47,0.0,Purpose start away use live government.,REF942pV373,USD,BANK_STMT_2025-07
GL000577,2025-07-09,1001,Savings,267.82,0.0,Include food heart still.,REF103pF399,USD,BANK_STMT_2025-07
GL000935,2025-07-20,1002,Revenue,2299.3,0.0,No just foreign national produce.,REF884YS021,USD,BANK_STMT_2025-07
GL000568,2025-07-23,1001,Savings,0.0,8990.88,Can relate tell brother defense list second.,REF851hx961,USD,BANK_STMT_2025-07
GL000595,2025-06-25,2001,Revenue,5618.51,0.0,Law foreign court.,REF109Ki193,USD,BANK_STMT_2025-06
GL000531,2025-07-05,2001,Revenue,0.0,2043.89,People few house he whose nice oil.,REF428if757,USD,BANK_STMT_2025-07
GL000582,2025-07-22,3001,Revenue,7706.05,0.0,Rise your there decision.,REF855pQ474,USD,BANK_STMT_2025-07
GL000708,2025-07-13,2001,Checking Account,0.0,3270.01,Cause service throughout spring film.,REF723OI084,USD,BANK_STMT_2025-07
GL000449,2025-07-24,2001,Savings,5613.65,0.0,If deep president.,REF878ec293,USD,BANK_STMT_2025-07
GL000454,2025-07-20,2001,Revenue,6425.45,0.0,Thought indicate southern significant realize deal policy mission.,REF632lT909,USD,BANK_STMT_2025-07
GL000229,2025-07-03,1002,Savings,4214.01,0.0,Against ask total kitchen.,REF215dk107,USD,BANK_STMT_2025-07
GL000353,2025-07-27,1002,Checking Account,9113.56,0.0,Instead dream share travel.,REF448el463,USD,BANK_STMT_2025-07
GL000729,2025-07-23,1002,Revenue,0.0,2081.84,Yes best address short finally test something time.,REF717ke524,USD,BANK_STMT_2025-07
GL000213,2025-07-15,1001,Savings,0.0,4051.74,Always art smile media pick.,REF866IN618,USD,BANK_STMT_2025-07
GL000080,2025-06-28,3001,Checking Account,0.0,3948.57,Kitchen wear talk between rate.,REF850hD643,USD,BANK_STMT_2025-06
GL000149,2025-07-09,1001,Revenue,0.0,8627.57,Modern threat care mean evening speak former.,REF742KR054,USD,BANK_STMT_2025-07
GL000303,2025-07-11,3001,Savings,609.42,0.0,Treat imagine later identify first.,REF618WV091,USD,BANK_STMT_2025-07
GL000629,2025-07-09,2001,Savings,3471.39,0.0,Activity defense detail price everything perhaps.,REF013Fg649,USD,BANK_STMT_2025-07
GL000778,2025-06-27,1002,Revenue,7848.84,0.0,And admit quite fact.,REF388gt221,USD,BANK_STMT_2025-06
GL000507,2025-07-25,3001,Cash,0.0,3638.19,For leave tell nothing top entire receive.,REF905uK696,USD,BANK_STMT_2025-07
GL000343,2025-07-17,2001,Cash,5643.46,0.0,Art sport live picture.,REF754JZ558,USD,BANK_STMT_2025-07
GL000486,2025-07-07,3001,Savings,6334.784832997923,0.0,Information treatment green face morning view.,REF832Iu192,USD,BANK_STMT_2025-07
GL000712,2025-07-24,1002,Savings,3015.29,0.0,Quickly change project feeling.,REF451qZ475,USD,BANK_STMT_2025-07
GL000134,2025-07-12,3001,Cash,0.0,6372.47,Couple city you level these market.,REF168Lw733,USD,BANK_STMT_2025-07
GL000704,2025-07-01,3001,Savings,8127.71,0.0,Food daughter picture teach house.,REF736fF527,USD,BANK_STMT_2025-07
GL000312,2025-07-13,1001,Savings,1248.51,0.0,Defense already end thus music president chance hotel.,REF942fz788,USD,BANK_STMT_2025-07
GL000723,2025-07-20,3001,Savings,0.0,5700.54,Position crime board back owner suggest.,REF034en281,USD,BANK_STMT_2025-07
GL000630,2025-06-26,2001,Savings,7455.58,0.0,Social two notice edge behind food piece.,REF625ev257,USD,BANK_STMT_2025-06
GL000001,2025-07-15,1001,Checking Account,3330.03,0.0,Agent every development say.,REF819fn600,USD,BANK_STMT_2025-07
GL000317,2025-06-26,3001,Revenue,284.49,0.0,According think key discover method exactly change church.,REF913ER651,USD,BANK_STMT_2025-06
GL000707,2025-07-02,3001,Revenue,587.0,0.0,Car show environment.,REF900Tf185,USD,BANK_STMT_2025-07
GL000548,2025-07-09,1001,Checking Account,1057.77,0.0,Notice street anything account piece.,REF667sc998,USD,BANK_STMT_2025-07
GL000873,2025-07-15,2001,Cash,2689.64,0.0,Read important play success wait.,REF448DK515,USD,BANK_STMT_2025-07
GL000533,2025-07-06,3001,Cash,0.0,7689.194179397171,Fine throughout firm yes shake character table.,REF703lc203,USD,BANK_STMT_2025-07
GL000478,2025-07-07,1002,Revenue,688.96,0.0,Political on develop very everyone against Mrs knowledge.,REF186MM375,USD,BANK_STMT_2025-07
GL000405,2025-07-15,1002,Checking Account,3612.0,0.0,Market role marriage space this discussion fact.,REF301Vn071,USD,BANK_STMT_2025-07
GL000173,2025-07-21,3001,Cash,8693.95,0.0,Matter its six not.,REF180Er339,USD,BANK_STMT_2025-07
GL000126,2025-07-25,2001,Revenue,0.0,432.82,Guess occur level.,REF829zT114,USD,BANK_STMT_2025-07
GL000395,2025-07-04,1001,Cash,0.0,3171.89,Share while couple keep this similar experience.,REF264jD908,USD,BANK_STMT_2025-07
GL000421,2025-07-17,3001,Cash,3238.52,0.0,Community prove school Republican student.,REF199gC758,USD,BANK_STMT_2025-07
GL000553,2025-07-17,3001,Checking Account,610.48,0.0,Wall management doctor news yourself grow.,REF452Ze280,USD,BANK_STMT_2025-07
GL000904,2025-06-27,1002,Cash,0.0,9952.26,Yeah number condition city since.,REF686Mr536,USD,BANK_STMT_2025-06
GL000091,2025-07-21,1001,Savings,0.0,9279.99,Ago upon stop environment Congress reflect finally.,REF550Qz229,USD,BANK_STMT_2025-07
GL000940,2025-07-19,2001,Revenue,0.0,730.87,Consider offer law sit.,REF606Ny940,USD,BANK_STMT_2025-07
GL000182,2025-07-17,2001,Cash,8701.45,0.0,Blood fight we forward per sound forget.,REF569MS245,USD,BANK_STMT_2025-07
GL000275,2025-07-15,1001,Checking Account,0.0,7963.75,Avoid rich toward popular lead with enough.,REF012ZR045,USD,BANK_STMT_2025-07
GL000896,2025-07-11,1002,Savings,1008.41,0.0,Baby head chair.,REF168Bz154,USD,BANK_STMT_2025-07
GL000070,2025-07-01,3001,Savings,0.0,5233.9874745670195,Fall hear certainly most.,REF922yN219,USD,BANK_STMT_2025-07
GL000292,2025-06-29,1001,Checking Account,2566.29,0.0,Worker raise chair artist.,REF438gN057,USD,BANK_STMT_2025-06
GL000132,2025-07-06,1001,Checking Account,0.0,6967.49,Future century technology floor write.,REF562gu588,USD,BANK_STMT_2025-07
GL000301,2025-07-21,2001,Savings,1562.09,0.0,Way cold what Mrs.,REF013nI361,USD,BANK_STMT_2025-07
GL000425,2025-07-08,1001,Savings,7817.29,0.0,Tend dog reduce hour fish.,REF666Ql683,USD,BANK_STMT_2025-07
GL000327,2025-07-05,2001,Savings,0.0,3461.03,Land record class Democrat hundred.,REF589Oa026,USD,BANK_STMT_2025-07
GL000145,2025-07-05,1002,Cash,0.0,2234.54,Even no even body scientist dream anything.,REF833vT016,USD,BANK_STMT_2025-07
GL000424,2025-07-21,1002,Cash,3214.74,0.0,Wrong old particularly member summer system.,REF058wh008,USD,BANK_STMT_2025-07
GL000581,2025-07-15,1001,Checking Account,0.0,3736.27,Yourself successful defense subject example claim.,REF891Sh416,USD,BANK_STMT_2025-07
GL000136,2025-07-04,2001,Savings,0.0,4959.4,Shake hand hundred now crime network.,REF168NR784,USD,BANK_STMT_2025-07
GL000451,2025-07-04,2001,Checking Account,0.0,1949.95,Particularly structure ask stage box organization past.,REF136hR565,USD,BANK_STMT_2025-07
GL000165,2025-07-22,1002,Checking Account,0.0,2587.63,Trial receive region however dream focus executive.,REF785GF445,USD,BANK_STMT_2025-07
GL000029,2025-06-26,1002,Savings,1386.93,0.0,While enter board its rock finish paper memory.,REF693aH406,USD,BANK_STMT_2025-06
GL000774,2025-07-15,1001,Revenue,0.0,9015.57,Management item race position where detail apply along.,REF431oN814,USD,BANK_STMT_2025-07
GL000194,2025-06-30,1001,Cash,3815.47,0.0,Brother figure consumer really memory industry.,REF296OI627,USD,BANK_STMT_2025-06
GL000389,2025-07-17,1001,Checking Account,0.0,2928.76,Mouth rest contain style certainly ahead five.,REF664Xm742,USD,BANK_STMT_2025-07
GL000853,2025-07-03,1001,Revenue,6003.17,0.0,Involve develop image everything expect.,REF883Uz607,USD,BANK_STMT_2025-07
GL000170,2025-07-01,1001,Savings,0.0,994.16,Morning ever within.,REF086Hj211,USD,BANK_STMT_2025-07
GL000706,2025-07-06,1001,Checking Account,7352.59,0.0,Could century interview lawyer population I right case.,REF091ha660,USD,BANK_STMT_2025-07
GL000141,2025-07-21,2001,Cash,2096.7140290722796,0.0,Charge real improve simple turn their.,REF028QE385,USD,BANK_STMT_2025-07
GL000174,2025-07-10,2001,Savings,0.0,8989.8,Under range exactly.,REF890nL250,USD,BANK_STMT_2025-07
GL000007,2025-06-28,1002,Cash,0.0,704.733523413808,Tree note responsibility defense material.,REF724Iq238,USD,BANK_STMT_2025-06
GL000746,2025-06-28,1002,Savings,498.87,0.0,Subject million scientist fish color occur.,REF638Pz639,USD,BANK_STMT_2025-06
GL000479,2025-07-17,1001,Cash,0.0,2429.25,Want training guess challenge take hard health.,REF455fn478,USD,BANK_STMT_2025-07
GL000074,2025-07-03,3001,Savings,0.0,2612.03,Economy sense should race carry best physical always.,REF709su521,USD,BANK_STMT_2025-07
GL000911,2025-07-17,1001,Checking Account,0.0,1641.53,Audience indicate employee respond building since.,REF807Zz704,USD,BANK_STMT_2025-07
GL000814,2025-06-26,3001,Checking Account,2694.45,0.0,Money environment recently me approach.,REF697iH413,USD,BANK_STMT_2025-06
GL000239,2025-07-08,2001,Cash,0.0,5944.19,Safe family concern ability reduce.,REF969uZ029,USD,BANK_STMT_2025-07
GL000146,2025-07-21,3001,Savings,4019.85,0.0,Beyond side accept nearly upon imagine various.,REF773Pd454,USD,BANK_STMT_2025-07
GL000793,2025-07-18,1001,Cash,0.0,7228.66,Perhaps customer attack check they mind easy.,REF170dh876,USD,BANK_STMT_2025-07
GL000235,2025-07-03,2001,Revenue,0.0,4364.76,Trial agreement red way nor none.,REF378cf427,USD,BANK_STMT_2025-07
GL000221,2025-07-07,3001,Checking Account,0.0,861.78,Hard factor six.,REF937XX597,USD,BANK_STMT_2025-07
GL000924,2025-07-02,3001,Checking Account,0.0,6252.54,Ok technology born.,REF739qW970,USD,BANK_STMT_2025-07
GL000501,2025-07-03,3001,Savings,0.0,9163.33,Will him quickly.,REF249QW911,USD,BANK_STMT_2025-07
GL000133,2025-07-11,3001,Cash,0.0,9220.94,Letter environment easy best face.,REF696KU325,USD,BANK_STMT_2025-07
GL000991,2025-07-11,1001,Cash,0.0,2674.62,Southern find fact give.,REF298mM217,USD,BANK_STMT_2025-07
GL000775,2025-07-22,1001,Checking Account,0.0,2528.6945541925056,Hot big safe they environmental day.,REF354gl940,USD,BANK_STMT_2025-07
GL000186,2025-07-10,3001,Cash,0.0,6722.88,Type thank industry already why reduce speech.,REF911PN352,USD,BANK_STMT_2025-07
GL000042,2025-07-01,3001,Savings,0.0,2146.87,Perform draw list.,REF193kM745,USD,BANK_STMT_2025-07
GL000697,2025-07-05,2001,Revenue,0.0,7260.79,Garden rise writer dark result analysis court nearly.,REF485Be571,USD,BANK_STMT_2025-07
GL000109,2025-07-02,3001,Revenue,0.0,905.97,Worker left example high month whom stage.,REF924Jg075,USD,BANK_STMT_2025-07
GL000589,2025-07-17,3001,Cash,1034.16,0.0,Ever quite level guess service this.,REF304ua687,USD,BANK_STMT_2025-07
GL000057,2025-07-12,1002,Checking Account,0.0,1810.0942037235443,Arrive society organization station.,REF471rG746,USD,BANK_STMT_2025-07
GL000406,2025-07-08,3001,Cash,8233.67,0.0,Yourself increase free night point action cut example.,REF144Xa885,USD,BANK_STMT_2025-07
GL000443,2025-07-21,2001,Checking Account,0.0,8745.96,Population board music issue.,REF917ee410,USD,BANK_STMT_2025-07
GL000758,2025-07-18,1001,Revenue,5853.64,0.0,When education important.,REF985lZ601,USD,BANK_STMT_2025-07
GL000998,2025-06-28,3001,Revenue,0.0,2280.55,Administration two deal ready under above drive sport.,REF526cj356,USD,BANK_STMT_2025-06
GL000025,2025-07-04,1001,Cash,0.0,1521.48,Among half value win.,REF053XJ315,USD,BANK_STMT_2025-07
GL000468,2025-07-21,1001,Revenue,7700.46,0.0,That reflect send set fly today me institution.,REF015GH577,USD,BANK_STMT_2025-07
GL000540,2025-07-21,3001,Revenue,0.0,761.0110048129484,Grow benefit happen customer.,REF767Bf499,USD,BANK_STMT_2025-07
GL000532,2025-07-14,2001,Checking Account,829.59,0.0,Report item employee finish without material.,REF456Wq449,USD,BANK_STMT_2025-07
GL000619,2025-07-08,3001,Revenue,0.0,4936.66,These least office say explain thing lead.,REF469lN263,USD,BANK_STMT_2025-07
GL000695,2025-07-07,3001,Revenue,8343.61,0.0,Fight best add necessary technology former.,REF598Pr953,USD,BANK_STMT_2025-07
GL000927,2025-07-17,1001,Revenue,0.0,4873.72,Understand kitchen point Mrs.,REF231Gt334,USD,BANK_STMT_2025-07
GL000339,2025-07-01,3001,Savings,0.0,9945.48,Purpose here beyond.,REF594pr284,USD,BANK_STMT_2025-07
GL000052,2025-07-16,1001,Cash,7927.29,0.0,Light key continue anything wait.,REF711KO671,USD,BANK_STMT_2025-07
GL000508,2025-07-21,2001,Savings,6788.0,0.0,Space beyond push from.,REF852Bm945,USD,BANK_STMT_2025-07
GL000517,2025-07-25,2001,Revenue,6946.986915972682,0.0,Draw business southern forget.,REF963gl632,USD,BANK_STMT_2025-07
GL000921,2025-07-19,2001,Cash,0.0,7856.34,Something consumer view tax direction.,REF720rf948,USD,BANK_STMT_2025-07
GL000782,2025-07-21,2001,Cash,0.0,1656.23,Individual yes finally American mind gas partner item.,REF795FR410,USD,BANK_STMT_2025-07
GL000265,2025-06-29,2001,Cash,0.0,1550.68,He one less brother approach plant.,REF991hR738,USD,BANK_STMT_2025-06
GL000818,2025-07-23,1001,Revenue,0.0,1799.69,Describe agree rise perform tend site up sell.,REF186BK487,USD,BANK_STMT_2025-07
GL000711,2025-07-24,3001,Savings,6709.300029022404,0.0,Past brother type turn.,REF092vM268,USD,BANK_STMT_2025-07
GL000683,2025-07-21,3001,Revenue,0.0,806.59,Federal family defense scene notice.,REF348Fd079,USD,BANK_STMT_2025-07
GL000833,2025-07-20,3001,Cash,0.0,5288.18,Great I news Republican budget today.,REF599eV910,USD,BANK_STMT_2025-07
GL000519,2025-07-06,3001,Savings,867.01,0.0,These view guy resource start.,REF090Jy034,USD,BANK_STMT_2025-07
GL000448,2025-07-19,3001,Checking Account,3068.92,0.0,Majority as music film move.,REF700YU505,USD,BANK_STMT_2025-07
GL000019,2025-07-06,1001,Checking Account,0.0,2905.55,Live try most arm meet surface attention attack.,REF361Mc939,USD,BANK_STMT_2025-07
GL000716,2025-06-25,3001,Checking Account,0.0,2672.71,Reflect dog able yes admit.,REF872xX105,USD,BANK_STMT_2025-06
GL000484,2025-07-19,1001,Savings,7310.36,0.0,Agreement share manage wife out.,REF597OR964,USD,BANK_STMT_2025-07
GL000569,2025-06-27,3001,Revenue,577.66,0.0,Face mission brother figure hear family agreement.,REF229sn604,USD,BANK_STMT_2025-06
GL000434,2025-06-27,2001,Savings,5240.96,0.0,Site door Congress month almost.,REF129Xy276,USD,BANK_STMT_2025-06
GL000368,2025-07-01,1002,Revenue,0.0,6446.82,Statement entire American audience.,REF413Uo811,USD,BANK_STMT_2025-07
GL000084,2025-07-16,3001,Checking Account,0.0,7720.23,Moment second live sing message board.,REF839DP084,USD,BANK_STMT_2025-07
GL000062,2025-07-04,1002,Revenue,4072.45,0.0,Capital explain thing machine ahead picture son.,REF248fo086,USD,BANK_STMT_2025-07
GL000639,2025-07-03,3001,Savings,745.23,0.0,Herself figure exist no lose.,REF527aa323,USD,BANK_STMT_2025-07
GL000273,2025-07-13,3001,Cash,0.0,4157.42,Store bit responsibility brother box blood.,REF393wT483,USD,BANK_STMT_2025-07
GL000286,2025-07-04,1002,Checking Account,0.0,3383.83,Lead sit response blue increase.,REF917iF798,USD,BANK_STMT_2025-07
GL000361,2025-06-27,2001,Revenue,0.0,5329.2,Us young personal art popular red.,REF127YP358,USD,BANK_STMT_2025-06
