transaction_id,transaction_date,description,amount,balance,reference_number,transaction_type,channel,currency
TXN000246,2025-07-25,With list break size likely.,3343.98,6629.38,REF418yx625,CREDIT,ONLINE,USD
TXN000247,2025-07-23,Knowledge enjoy let difficult.,1436.69,28487.32,REF490Qw211,DEBIT,BRANCH,USD
TXN000248,2025-06-28,Including series dinner article hit mission whole.,-2293.76,35432.24,REF793zT741,CREDIT,BRANCH,USD
TXN000249,2025-07-09,Maybe too song.,-4908.41,43623.27,REF921nZ722,CREDIT,ATM,USD
TXN000250,2025-07-02,Call interest write itself young.,6114.54,48618.71,REF294yJ511,DEBIT,ONLINE,USD
TXN000251,2025-07-10,Need task mind true actually red.,1297.49,17703.9,REF986jK162,CREDIT,BRANCH,USD
TXN000252,2025-07-21,Old who beyond black single size test they.,-134.26,47128.96,REF646Ec799,DEBIT,ATM,USD
TXN000253,2025-07-02,Every century participant really.,-2638.85,31274.07,REF065rx307,DEBIT,BRANCH,USD
TXN000254,2025-07-12,Full soldier financial.,4929.08,24797.42,REF713Xu247,CREDIT,MOBILE,USD
,2025-07-06,Rock painting become kid tree.,-1766.47,26104.97,REF678Yk508,CREDIT,MOBILE,USD
TXN000256,2025-07-01,Find medical career surface.,-751.3,34245.83,REF902pc330,CREDIT,BRANCH,USD
TXN000257,2025-06-29,Anything growth current happy less however type.,-1692.22,49237.84,REF035lE797,DEBIT,ATM,USD
TXN000258,2025-07-04,Necessary general study else store bed agree anyone.,-478.71,11350.46,REF933PA334,DEBIT,BRANCH,USD
TXN000259,2025-07-07,After sister should across treatment positive over.,-78.16,1378.77,REF034By944,CREDIT,ONLINE,USD
TXN000260,2025-07-02,Learn design few minute perhaps once.,703.11,35479.89,REF085st899,CREDIT,ATM,USD
TXN000261,2025-07-10,Loss from everybody foot.,7926.47,3072.81,REF444Wp328,DEBIT,MOBILE,USD
TXN000262,2025-07-27,South sort outside produce.,-3832.06,16339.97,REF207zy446,CREDIT,MOBILE,USD
TXN000263,2025-07-20,On yes staff.,4602.13,15186.25,REF538tk758,CREDIT,ATM,USD
TXN000264,2025-07-28,Congress best campaign else space several consumer.,-128.48,40264.79,REF513AY534,CREDIT,BRANCH,USD
,2025-06-30,He one less brother approach plant.,1550.68,6187.29,REF991hR738,CREDIT,MOBILE,USD
TXN000266,2025-07-14,Morning including that character yeah garden.,-3820.29,43655.7,REF972Fv521,CREDIT,ONLINE,USD
TXN000267,2025-07-08,Would finish around later decide similar office citizen.,6686.77,4742.59,REF129BE666,DEBIT,ONLINE,USD
TXN000268,2025-07-26,Above move room wear throughout series.,6643.42,18203.89,REF830Sw033,DEBIT,ONLINE,USD
TXN000269,2025-07-01,Can himself open cold statement.,-2803.34,10666.32,REF447vB898,DEBIT,ATM,USD
TXN000270,2025-07-03,Garden top grow could.,9269.38,31769.49,REF603Ub323,CREDIT,MOBILE,USD
TXN000271,2025-07-19,Mean but represent society heart policy side perhaps.,8862.31,28660.1,REF901AC001,CREDIT,BRANCH,USD
TXN000272,2025-07-02,Buy education reduce day rate act.,1596.44,23977.13,REF618Si499,CREDIT,BRANCH,USD
TXN000273,2025-07-16,Store bit responsibility brother box blood.,-4157.42,25859.51,REF393wT483,CREDIT,MOBILE,USD
TXN000274,2025-07-12,Far always many debate value former.,-4435.89,19068.14,REF001jf197,CREDIT,ATM,USD
TXN000275,2025-07-18,Avoid rich toward popular lead with enough.,7963.75,42909.38,REF012ZR045,CREDIT,MOBILE,USD
TXN000276,2025-07-16,International break surface three act catch.,3314.75,39799.07,REF255Uf794,DEBIT,MOBILE,USD
TXN000277,2025-07-27,Spring consumer husband while even history.,7147.24,32940.04,REF762kg120,CREDIT,MOBILE,USD
TXN000278,2025-07-14,Treat lot notice just particularly single.,-2737.08,4031.81,REF902AC771,DEBIT,BRANCH,USD
TXN000279,2025-07-20,As pressure actually.,-3735.06,32660.23,REF899HS358,DEBIT,ONLINE,USD
TXN000280,2025-07-20,Believe product eat generation put his stuff next.,1566.37,22531.67,REF900Fk287,DEBIT,BRANCH,USD
TXN000281,2025-07-09,Seem fly former everything.,8769.05,19983.41,REF838fD663,CREDIT,ATM,USD
TXN000282,2025-07-23,Soon large task language budget market.,4463.3,17397.82,REF016Ja608,CREDIT,ATM,USD
TXN000283,2025-07-15,Social white point three.,5175.69,14923.2,REF837oD550,DEBIT,BRANCH,USD
TXN000284,2025-06-30,Nice people list price respond box.,3741.09,7929.99,REF305Hx548,CREDIT,BRANCH,USD
TXN000285,2025-07-28,Animal clearly cell response.,4840.82,33444.62,REF614hz933,DEBIT,ATM,USD
TXN000286,2025-07-07,Lead sit response blue increase.,3383.83,32531.17,REF917iF798,CREDIT,ONLINE,USD
TXN000287,2025-07-19,Morning any very.,5542.46,47408.32,REF978Ui292,DEBIT,MOBILE,USD
TXN000288,2025-07-14,Hold over third mean.,427.42,18767.29,REF669vs346,DEBIT,ONLINE,USD
TXN000289,2025-07-08,Source catch owner though mention successful natural.,9215.02,24827.28,REF583Ts339,DEBIT,ONLINE,USD
TXN000290,2025-07-02,Tv car report window concern my.,-3842.52,42376.99,REF515KQ879,DEBIT,ATM,USD
TXN000291,2025-07-19,Purpose throw move there institution actually.,51.47,38549.07,REF106mr200,DEBIT,MOBILE,USD
TXN000292,2025-07-02,Worker raise chair artist.,-2566.29,41735.91,REF438gN057,DEBIT,MOBILE,USD
TXN000293,2025-06-29,Ten score night down six sometimes explain.,1162.88,34141.78,REF066da658,DEBIT,MOBILE,USD
,2025-07-17,Data than team kitchen difficult.,-726.08,37678.29,REF598sC933,CREDIT,ONLINE,USD
TXN000295,2025-07-15,Work avoid while same.,-1412.47,48314.24,REF160qi648,CREDIT,ONLINE,USD
TXN000296,2025-07-09,Once effort form report.,5174.6,28950.55,REF202XO590,CREDIT,MOBILE,USD
TXN000297,2025-07-22,Successful feeling so nearly authority remain moment whatever.,-773.42,19711.75,REF818Iz268,CREDIT,ONLINE,USD
TXN000298,2025-07-24,Glass third professional former.,-2004.53,30628.51,REF439WP878,CREDIT,ATM,USD
TXN000299,2025-07-18,Boy generation drive.,,19189.39,REF993Yh056,DEBIT,ATM,USD
TXN000300,2025-07-07,Either rich agency might side method.,-3741.87,8855.3,REF877uG043,CREDIT,ONLINE,USD
TXN000301,2025-07-24,Way cold what Mrs.,1562.09,47374.25,REF013nI361,DEBIT,MOBILE,USD
TXN000302,2025-07-26,Position vote section child learn forward.,243.78,2306.84,REF110eK248,DEBIT,MOBILE,USD
,2025-07-14,Treat imagine later identify first.,609.42,19922.14,REF618WV091,DEBIT,BRANCH,USD
TXN000304,2025-07-05,Animal summer group me face rate paper example.,-4577.19,46610.47,REF766Io072,CREDIT,ONLINE,USD
TXN000305,2025-07-02,Section someone support far.,-4425.45,45952.41,REF245jh088,CREDIT,ONLINE,USD
TXN000306,2025-07-22,Above others Mr.,5583.04,22981.47,REF143PG536,DEBIT,ATM,USD
TXN000307,2025-06-28,Claim determine strong create.,,41913.19,REF290es878,CREDIT,ATM,USD
TXN000308,2025-07-22,Economy culture oil week.,-678.48,15756.41,REF523em149,DEBIT,ONLINE,USD
TXN000309,2025-07-11,Magazine foreign process really charge note.,4584.28,31517.72,REF562Yo053,DEBIT,ATM,USD
TXN000310,2025-07-24,Everybody growth quickly former lose knowledge.,8577.2,30240.21,REF478fr129,DEBIT,ONLINE,USD
TXN000311,2025-07-20,Through cultural safe phone.,-2846.35,22032.71,REF108zX099,CREDIT,ONLINE,USD
TXN000312,2025-07-16,Defense already end thus music president chance hotel.,1248.51,33554.19,REF942fz788,DEBIT,BRANCH,USD
TXN000313,2025-06-30,Maybe production summer southern pass coach.,9301.06,27660.02,REF827KQ229,DEBIT,MOBILE,USD
TXN000314,2025-07-25,Save low grow despite.,2052.03,32147.87,REF731cQ453,CREDIT,BRANCH,USD
,2025-07-21,Military social hold truth thing.,-4756.37,39637.48,REF051LI844,CREDIT,ONLINE,USD
TXN000316,2025-07-21,Community president half president structure might heavy.,4856.57,6079.53,REF386YE557,CREDIT,ONLINE,USD
TXN000317,2025-06-29,According think key discover method exactly change church.,284.49,17588.82,REF913ER651,DEBIT,MOBILE,USD
TXN000318,2025-07-20,Look opportunity positive improve during campaign or.,2177.97,9931.62,REF280kq920,DEBIT,ATM,USD
TXN000319,2025-07-20,Might if wide point.,6642.86,23426.3,REF413Ek797,CREDIT,ONLINE,USD
TXN000320,2025-06-29,Store over some star consider.,6866.64,44403.73,REF842Le579,CREDIT,BRANCH,USD
TXN000321,2025-07-14,Her car admit mission training.,973.36,40954.9,REF629NM127,CREDIT,BRANCH,USD
TXN000001,2025-06-29,There mother sell.,6299.36,10364.07,REF172XR980,CREDIT,ATM,USD
TXN000323,2025-07-25,Miss have analysis morning director sort.,4835.97,14387.61,REF659iq916,CREDIT,MOBILE,USD
TXN000324,2025-07-26,She travel base our myself election accept.,1000.33,22547.1,REF098yP180,CREDIT,BRANCH,USD
TXN000325,2025-07-03,Reach firm gun choice prepare.,2443.05,25378.65,REF448Nr695,CREDIT,ATM,USD
TXN000326,2025-07-21,Sense including six lot have never.,1367.49,22099.75,REF449Qh562,DEBIT,BRANCH,USD
TXN000327,2025-07-08,Land record class Democrat hundred.,-3461.03,17068.08,REF589Oa026,CREDIT,BRANCH,USD
TXN000328,2025-07-12,Statement likely outside because.,4039.32,21879.69,REF435Uy190,CREDIT,BRANCH,USD
TXN000329,2025-07-12,Pass minute represent our watch star.,-4364.67,43631.82,REF770mc384,CREDIT,MOBILE,USD
TXN000330,2025-07-06,Member recognize past purpose growth pretty wish beautiful.,4592.04,39782.41,REF465mH669,DEBIT,ATM,USD
TXN000331,2025-07-19,Say attention bed.,4562.69,18802.25,REF489oM554,DEBIT,ATM,USD
TXN000332,2025-07-02,Lawyer identify above company media.,7730.04,34226.35,REF818ZG451,CREDIT,ATM,USD
TXN000333,2025-07-02,Then spend offer reason whom.,-3991.5,39147.25,REF973Lb577,CREDIT,BRANCH,USD
TXN000334,2025-07-10,Break attack plant yes quality discover firm.,9242.01,2586.88,REF588sf043,DEBIT,MOBILE,USD
TXN000335,2025-07-28,Purpose start away use live government.,564.47,22753.03,REF942pV373,DEBIT,ONLINE,USD
TXN000001,2025-07-14,Their deal dark economic peace.,504.25,16404.89,REF211aW179,CREDIT,ONLINE,USD
TXN000337,2025-07-28,When summer he firm together thing off.,-3298.27,37048.07,REF472oW846,CREDIT,MOBILE,USD
TXN000338,2025-07-27,Campaign moment institution vote allow girl team.,3425.09,13827.06,REF271Sa875,CREDIT,MOBILE,USD
TXN000339,2025-07-04,Purpose here beyond.,9945.48,14993.27,REF594pr284,CREDIT,ONLINE,USD
TXN000340,2025-07-01,When gas contain interest industry sell half.,-2964.07,4628.55,REF647KR292,DEBIT,MOBILE,USD
TXN000341,2025-06-30,Sport result sound new task.,7157.7,48410.5,REF322AF702,CREDIT,BRANCH,USD
TXN000342,2025-07-20,Yet support military result.,-4025.91,27566.4,REF744zg890,CREDIT,ONLINE,USD
TXN000343,2025-07-20,Art sport live picture.,5643.46,35310.74,REF754JZ558,DEBIT,BRANCH,USD
TXN000344,2025-07-14,General in go quickly paper.,-1636.38,49271.49,REF998uR245,DEBIT,ONLINE,USD
TXN000345,2025-07-23,Maintain say threat high expert place certain.,2410.33,18683.93,REF256ef996,CREDIT,MOBILE,USD
TXN000346,2025-07-23,Gas finish president report.,9745.18,7358.79,REF964HC759,DEBIT,ATM,USD
TXN000347,2025-07-07,Cold take by doctor edge season.,972.4,36129.75,REF132eE611,CREDIT,MOBILE,USD
TXN000348,2025-07-22,Approach side model you billion peace base.,1141.5,29170.12,REF643Oi347,DEBIT,BRANCH,USD
TXN000349,2025-07-18,Money color along ground.,-3887.52,23825.83,REF577Ci848,CREDIT,ONLINE,USD
TXN000350,2025-07-26,Computer our piece player nor model police.,7435.81,28013.87,REF457Ct831,DEBIT,ONLINE,USD
TXN000351,2025-07-11,Include choose action model serve carry.,2542.96,43542.37,REF478ta077,DEBIT,ONLINE,USD
TXN000352,2025-07-07,Something others someone nature country think.,-2530.14,16810.38,REF663oq266,DEBIT,BRANCH,USD
TXN000353,2025-07-28,Instead dream share travel.,9113.56,44851.37,REF448el463,DEBIT,BRANCH,USD
TXN000354,2025-07-04,Face PM pay evening.,4525.86,27991.23,REF973dI502,DEBIT,BRANCH,USD
TXN000355,2025-07-17,Control bill especially.,3002.17,25626.08,REF703Fn120,DEBIT,ONLINE,USD
TXN000356,2025-07-03,Inside size marriage he recent all.,,36311.01,REF120IE461,CREDIT,ATM,USD
TXN000357,2025-07-24,Court success stage stock.,7956.72,4979.92,REF136mD730,CREDIT,ONLINE,USD
TXN000358,2025-07-22,Miss word list race.,3582.06,31287.31,REF452hq088,DEBIT,MOBILE,USD
TXN000359,2025-07-26,Police cup thought tell design both plan.,4407.46,15193.91,REF502zY491,CREDIT,MOBILE,USD
TXN000360,2025-07-05,Across among situation little other.,7070.32,34564.55,REF513RN271,CREDIT,MOBILE,USD
TXN000361,2025-06-30,Us young personal art popular red.,5329.2,8745.94,REF127YP358,CREDIT,MOBILE,USD
,2025-07-12,South just cover ready group care.,-1939.65,30726.35,REF077SF848,CREDIT,BRANCH,USD
TXN000363,2025-07-21,Note myself food life test.,9820.35,17923.16,REF982Cs182,CREDIT,ONLINE,USD
TXN000364,2025-07-22,Must law simply media safe.,558.1,28520.91,REF095Ue935,CREDIT,ONLINE,USD
TXN000365,2025-07-12,Standard couple raise she child executive important.,-3162.17,23030.2,REF511il810,DEBIT,ATM,USD
TXN000366,2025-06-29,Dark magazine better.,-646.82,19823.34,REF967qd899,CREDIT,ONLINE,USD
TXN000367,2025-07-28,Determine responsibility actually TV pretty up.,7979.61,8825.28,REF170xY586,CREDIT,BRANCH,USD
TXN000368,2025-07-04,Statement entire American audience.,6446.82,25415.01,REF413Uo811,CREDIT,MOBILE,USD
TXN000369,2025-07-26,History cover prevent now way next newspaper.,,2135.64,REF195kY761,CREDIT,MOBILE,USD
TXN000370,2025-07-28,Nearly measure price move.,-1389.07,29583.86,REF975xA585,DEBIT,ATM,USD
TXN000371,2025-07-07,Step food drive nation heart nearly.,2423.41,44234.63,REF457Uc760,CREDIT,BRANCH,USD
TXN000372,2025-07-15,Other military year few feel.,-4877.34,6267.36,REF335GJ048,DEBIT,BRANCH,USD
TXN000373,2025-07-21,Unit choice also green catch happen old.,486.66,20759.45,REF344Kn196,DEBIT,MOBILE,USD
TXN000374,2025-06-29,Rich society common stay.,3554.22,10538.11,REF919yf409,CREDIT,ATM,USD
TXN000375,2025-07-10,Two free they its.,2563.83,38455.8,REF139tH060,CREDIT,ATM,USD
TXN000376,2025-07-02,Floor north force.,9626.24,20301.28,REF320KG679,CREDIT,BRANCH,USD
TXN000377,2025-07-22,Develop face hour car.,-2835.99,30520.68,REF179qf086,CREDIT,ATM,USD
TXN000378,2025-06-29,Maybe similar candidate care nice maintain.,-4416.29,35966.0,REF938pe983,CREDIT,MOBILE,USD
TXN000379,2025-07-02,Since food under become public.,4093.91,26259.78,REF655MP355,CREDIT,BRANCH,USD
TXN000380,2025-07-03,Show college glass.,894.32,31208.52,REF792mR703,CREDIT,BRANCH,USD
TXN000381,2025-07-14,Choose rock beat science drug per.,7424.34,27084.65,REF240CE514,CREDIT,MOBILE,USD
TXN000382,2025-07-24,Forward science deep.,-4750.45,17230.74,REF884Uj879,DEBIT,MOBILE,USD
TXN000383,2025-07-16,Heavy town money.,-384.83,45039.59,REF420rd439,DEBIT,MOBILE,USD
TXN000384,2025-07-06,Pressure across home even system process ten.,9506.06,39362.3,REF046Tg368,DEBIT,ATM,USD
TXN000385,2025-07-16,Machine others because current whom night.,2206.73,26687.38,REF003Fz845,CREDIT,ONLINE,USD
TXN000386,2025-07-24,Adult range green few.,5210.9,2546.96,REF840Jr460,DEBIT,ONLINE,USD
TXN000387,2025-06-28,Charge today prevent because him.,1615.58,21520.23,REF936Bt392,CREDIT,ONLINE,USD
TXN000388,2025-07-11,Forget my deal catch must son television finally.,2527.29,30962.42,REF826ue292,CREDIT,ATM,USD
TXN000389,2025-07-20,Mouth rest contain style certainly ahead five.,-2928.76,11159.74,REF664Xm742,CREDIT,MOBILE,USD
TXN000001,2025-07-14,Capital ago worry pay.,652.37,47877.59,REF999oR393,CREDIT,BRANCH,USD
TXN000391,2025-07-15,Grow read live.,314.3,38827.5,REF897FE526,CREDIT,MOBILE,USD
TXN000392,2025-07-04,Clearly difficult impact why.,9360.06,14671.31,REF463lC331,CREDIT,ONLINE,USD
TXN000393,2025-07-28,Majority foot leader east if among save herself.,9593.66,15583.11,REF569HP998,CREDIT,ONLINE,USD
,2025-07-20,Minute later still.,5574.82,16535.0,REF038Jy860,CREDIT,BRANCH,USD
TXN000395,2025-07-07,Share while couple keep this similar experience.,-3171.89,34154.49,REF264jD908,CREDIT,MOBILE,USD
TXN000001,2025-07-24,Bed may conference one thus national hotel.,177.02,38880.15,REF570Tm279,DEBIT,BRANCH,USD
TXN000397,2025-06-29,Bed food possible represent clearly run before.,-685.54,35992.92,REF751Nk868,CREDIT,MOBILE,USD
,2025-07-18,Nearly analysis color friend the television.,-1153.34,24474.88,REF222tU064,DEBIT,BRANCH,USD
TXN000399,2025-07-27,Eye Congress together whether about she activity.,3430.27,14309.45,REF778pn097,DEBIT,ONLINE,USD
TXN000400,2025-07-05,Process law kind over according think everything pick.,-4238.52,45354.03,REF302cj205,DEBIT,ONLINE,USD
TXN000401,2025-06-29,Project study fear.,-3497.03,17184.39,REF101Rs622,CREDIT,ATM,USD
TXN000402,2025-07-19,Produce record occur no whom see growth along.,6561.49,1253.89,REF455Je616,DEBIT,MOBILE,USD
TXN000403,2025-07-18,Likely business teacher forget including.,9025.48,44041.58,REF339UO019,CREDIT,ONLINE,USD
TXN000404,2025-07-22,Would low read value worry expert participant.,9458.71,16737.22,REF548iN995,DEBIT,ATM,USD
TXN000405,2025-07-18,Market role marriage space this discussion fact.,3612.0,27222.46,REF301Vn071,DEBIT,ONLINE,USD
TXN000406,2025-07-11,Yourself increase free night point action cut example.,8233.67,9613.65,REF144Xa885,DEBIT,MOBILE,USD
TXN000407,2025-07-23,Rate game right pattern.,2430.76,46893.83,REF023EZ557,CREDIT,ATM,USD
TXN000408,2025-06-28,Population loss physical.,-524.12,30536.37,REF857tK608,CREDIT,BRANCH,USD
TXN000409,2025-07-12,New affect officer forward trouble somebody.,9836.49,27621.72,REF124OI056,CREDIT,ONLINE,USD
TXN000410,2025-07-25,Number hope organization ten.,,14369.02,REF450Fp461,DEBIT,BRANCH,USD
TXN000411,2025-07-03,Later week democratic few born size.,5966.79,32765.98,REF317Gj807,DEBIT,ATM,USD
,2025-07-21,Future low them financial force.,56.68,15456.19,REF182yT307,DEBIT,ONLINE,USD
TXN000413,2025-07-17,Break financial analysis summer the four threat.,7842.2,44955.1,REF184On094,CREDIT,BRANCH,USD
TXN000414,2025-06-30,Customer expert mother significant provide evening.,1012.5,5673.87,REF241Gg098,DEBIT,MOBILE,USD
TXN000415,2025-07-08,My near even wall sound.,9037.38,1334.68,REF932vI149,CREDIT,ONLINE,USD
TXN000416,2025-07-12,Anything ahead tough anyone himself beat.,6306.35,47747.71,REF629wt979,CREDIT,ATM,USD
TXN000417,2025-07-06,Stage require provide move wind sense.,4805.25,34945.66,REF792Dt171,DEBIT,ATM,USD
TXN000418,2025-07-12,Like water century time election guy contain.,-397.9,20865.41,REF557Eh701,CREDIT,ATM,USD
TXN000419,2025-07-18,Long suffer executive give offer meet.,8741.96,15456.84,REF615ID814,DEBIT,ONLINE,USD
TXN000420,2025-07-28,Opportunity draw during city lot at.,-2996.47,8506.09,REF396IS695,CREDIT,MOBILE,USD
,2025-07-20,Community prove school Republican student.,3238.52,24070.58,REF199gC758,DEBIT,ONLINE,USD
TXN000422,2025-07-19,Final image our rate.,6321.09,43783.62,REF965ni701,DEBIT,MOBILE,USD
TXN000423,2025-07-14,Tough player a chair chance most hope official.,5556.49,4827.03,REF335BT494,DEBIT,ATM,USD
TXN000424,2025-07-24,Wrong old particularly member summer system.,3214.74,25768.87,REF058wh008,DEBIT,ONLINE,USD
TXN000425,2025-07-08,Tend dog reduce hour fish.,7817.29,22650.19,REF666Ql683,DEBIT,MOBILE,USD
TXN000426,2025-06-30,Cause new successful growth individual eye their.,8483.34,22828.65,REF220UF102,DEBIT,MOBILE,USD
TXN000427,2025-07-02,Window career case south team throw.,2698.72,23383.13,REF969BJ278,DEBIT,MOBILE,USD
TXN000428,2025-07-19,His difficult interesting account marriage room Republican.,7103.73,36440.72,REF468cK950,CREDIT,BRANCH,USD
TXN000429,2025-07-24,Relate both loss real center rule worker.,-4954.77,11677.16,REF478fp189,DEBIT,ATM,USD
TXN000430,2025-07-11,Piece professional protect range much often party.,167.93,4124.24,REF580EK778,DEBIT,ATM,USD
TXN000431,2025-07-27,Inside whether sometimes eye along type.,2081.07,15067.44,REF494kK079,DEBIT,ONLINE,USD
TXN000432,2025-07-22,Prevent factor say.,4622.88,36735.19,REF047eY128,CREDIT,BRANCH,USD
TXN000433,2025-07-26,Edge past every either scientist.,737.19,43611.39,REF929Zl275,CREDIT,MOBILE,USD
TXN000434,2025-06-30,Site door Congress month almost.,5240.96,33427.83,REF129Xy276,DEBIT,BRANCH,USD
TXN000435,2025-07-01,Produce rise cold official success.,-2322.9,27325.67,REF041zE027,DEBIT,ONLINE,USD
TXN000436,2025-07-24,Live way two do raise.,-4947.9,2114.03,REF674as286,CREDIT,MOBILE,USD
TXN000437,2025-07-19,High firm morning what best most government.,5786.41,21782.27,REF694Zg544,CREDIT,ONLINE,USD
TXN000438,2025-07-05,Pressure hospital significant see same.,1909.38,8600.95,REF938Ja525,DEBIT,ATM,USD
TXN000439,2025-06-29,Story activity best.,7142.17,21542.79,REF175mc344,DEBIT,ONLINE,USD
TXN000440,2025-07-04,People arm order.,-3990.64,30103.26,REF391iy119,CREDIT,ATM,USD
TXN000441,2025-07-05,Sort continue book contain far produce away.,6108.12,20711.0,REF746Xe542,DEBIT,ONLINE,USD
TXN000442,2025-07-22,Since him four art western.,7955.95,3765.76,REF427Nz173,CREDIT,ONLINE,USD
TXN000443,2025-07-24,Population board music issue.,8745.96,29229.41,REF917ee410,CREDIT,ONLINE,USD
TXN000444,2025-07-07,Road since affect marriage present a also.,8143.87,49299.08,REF642aG569,DEBIT,MOBILE,USD
,2025-07-07,Long identify road speech audience difficult his.,-872.69,28279.19,REF719Rt855,DEBIT,MOBILE,USD
TXN000446,2025-07-15,Area young positive half table future.,2434.31,48642.22,REF743yQ280,CREDIT,BRANCH,USD
TXN000447,2025-07-20,Federal hope blood read main.,1244.87,8311.66,REF732UL030,CREDIT,ONLINE,USD
TXN000448,2025-07-22,Majority as music film move.,3068.92,12807.44,REF700YU505,DEBIT,BRANCH,USD
TXN000449,2025-07-25,If deep president.,5613.65,40483.03,REF878ec293,DEBIT,MOBILE,USD
TXN000450,2025-07-28,Major affect trade peace.,1247.62,26969.6,REF320Yg204,CREDIT,ONLINE,USD
TXN000451,2025-07-06,Particularly structure ask stage box organization past.,-1949.95,32688.59,REF136hR565,CREDIT,BRANCH,USD
TXN000452,2025-06-30,National focus who degree animal community as.,3034.53,41640.91,REF426kC258,DEBIT,BRANCH,USD
TXN000453,2025-07-10,Understand American beyond suggest partner.,5105.08,30543.18,REF207lf100,DEBIT,ONLINE,USD
TXN000454,2025-07-23,Thought indicate southern significant realize deal policy mission.,6425.45,36490.96,REF632lT909,DEBIT,MOBILE,USD
TXN000455,2025-07-04,Partner because step feeling industry newspaper court.,8042.11,17315.25,REF819oD588,DEBIT,ONLINE,USD
TXN000456,2025-07-27,Process everybody create someone rate why listen computer.,-2149.64,37332.28,REF005qv436,CREDIT,ONLINE,USD
,2025-07-20,Source serve analysis science understand compare size machine.,4066.02,11021.14,REF113uA799,DEBIT,BRANCH,USD
TXN000458,2025-07-22,Section together discover body direction.,-754.11,23846.27,REF363EL631,CREDIT,BRANCH,USD
TXN000459,2025-07-06,Approach job democratic participant concern health leader.,394.67,44257.79,REF354cS352,CREDIT,ATM,USD
TXN000460,2025-07-23,Arrive carry surface learn commercial gas though.,9719.78,24005.03,REF929of298,CREDIT,ONLINE,USD
TXN000461,2025-07-09,Tax majority yet option student evidence.,-306.17,3240.06,REF633oL569,DEBIT,ONLINE,USD
TXN000462,2025-06-28,Trial together individual analysis.,-1088.39,46803.15,REF780EZ686,CREDIT,BRANCH,USD
TXN000463,2025-07-02,Laugh drive next actually.,-2057.12,12270.91,REF632Pf543,DEBIT,MOBILE,USD
TXN000464,2025-07-15,Look fight reflect.,4819.12,34557.48,REF990Tz772,CREDIT,MOBILE,USD
TXN000465,2025-07-28,Smile have less plant.,5853.37,37240.11,REF165BW804,CREDIT,ONLINE,USD
TXN000466,2025-07-21,Recently partner offer debate range.,6924.63,9294.02,REF950hy850,CREDIT,ONLINE,USD
TXN000467,2025-07-27,Let American hand possible relate night.,8340.47,49525.85,REF325PE381,DEBIT,ATM,USD
,2025-07-24,That reflect send set fly today me institution.,7700.46,47314.22,REF015GH577,DEBIT,ATM,USD
TXN000469,2025-07-11,Like mother stay tonight.,,31904.38,REF795ff137,DEBIT,ONLINE,USD
,2025-06-28,Today eye what body every recent.,-1719.2,23344.47,REF723AR804,DEBIT,MOBILE,USD
TXN000471,2025-07-19,Use listen information scene again country against.,2317.82,1324.01,REF385PP695,CREDIT,ATM,USD
TXN000001,2025-06-28,Main program morning nature leader note.,2941.26,14462.3,REF424sX375,CREDIT,ATM,USD
TXN000473,2025-07-14,Chance expect what.,7197.36,34027.61,REF928TS422,DEBIT,ATM,USD
TXN000474,2025-07-27,Claim bring year off.,-3555.29,8295.98,REF745Tc238,DEBIT,BRANCH,USD
TXN000475,2025-07-24,Within challenge large wish move building.,316.62,39951.88,REF067ja275,DEBIT,BRANCH,USD
TXN000476,2025-07-28,Wish former relate listen face want wonder.,1090.41,28685.11,REF929UE751,DEBIT,BRANCH,USD
TXN000477,2025-07-19,Cause nearly final.,7420.93,4950.23,REF693ud751,DEBIT,ATM,USD
TXN000478,2025-07-10,Political on develop very everyone against Mrs knowledge.,688.96,28082.37,REF186MM375,DEBIT,ATM,USD
TXN000479,2025-07-20,Want training guess challenge take hard health.,-2429.25,25493.06,REF455fn478,CREDIT,BRANCH,USD
TXN000480,2025-07-16,Score indeed kind clearly road today.,9659.94,48718.15,REF629nt912,DEBIT,ONLINE,USD
TXN000481,2025-07-04,Write moment friend value opportunity heart according.,8519.09,34922.1,REF462Wi879,CREDIT,BRANCH,USD
TXN000482,2025-06-29,Control high network amount step.,8862.39,34537.01,REF947bY873,CREDIT,ATM,USD
TXN000483,2025-07-03,Child feel policy.,8931.5,16409.75,REF714SP627,DEBIT,ONLINE,USD
TXN000484,2025-07-22,Agreement share manage wife out.,7310.36,41224.22,REF597OR964,DEBIT,BRANCH,USD
TXN000485,2025-07-03,Window stand health run adult employee ok.,3459.37,28768.1,REF257dr252,CREDIT,BRANCH,USD
,2025-07-10,Information treatment green face morning view.,6334.14,7857.58,REF832Iu192,DEBIT,BRANCH,USD
TXN000487,2025-06-29,Step rate feeling rate read benefit.,-3534.71,12375.06,REF952sx028,DEBIT,BRANCH,USD
TXN000488,2025-07-17,Include TV clear design me story somebody.,6535.08,47788.06,REF898AD881,CREDIT,BRANCH,USD
TXN000489,2025-06-28,Bring capital admit give.,4511.84,39393.86,REF527lT985,CREDIT,MOBILE,USD
TXN000490,2025-07-05,Agreement sport develop task central.,337.17,47116.0,REF342BS321,CREDIT,ONLINE,USD
TXN000491,2025-07-19,Back simple serious amount.,3788.13,19623.56,REF108hq907,CREDIT,ONLINE,USD
TXN000492,2025-07-20,At property senior.,-3897.4,14130.63,REF193Qw932,CREDIT,ONLINE,USD
